sentence_new,sentence_original,word,construction,class_disambiguating_word,class_ambiguous_word,string,disambiguating_word_new,Attention,Entropy,Head,Layer,n_params,mpath,revision,step
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,0.001256040995940566,1.7164348363876343,0,1,14067712,EleutherAI/pythia-14m,step133000,133000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,0.14270445704460144,1.7707778215408325,1,1,14067712,EleutherAI/pythia-14m,step133000,133000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,0.034117456525564194,1.7774161100387573,2,1,14067712,EleutherAI/pythia-14m,step133000,133000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,4.6088654670484175e-08,1.7497491836547852,3,1,14067712,EleutherAI/pythia-14m,step133000,133000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,0.17257894575595856,1.7649850845336914,0,2,14067712,EleutherAI/pythia-14m,step133000,133000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,0.11938387155532837,1.7531678676605225,1,2,14067712,EleutherAI/pythia-14m,step133000,133000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,0.3166887164115906,1.7839405536651611,2,2,14067712,EleutherAI/pythia-14m,step133000,133000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,0.22415496408939362,1.7647039890289307,3,2,14067712,EleutherAI/pythia-14m,step133000,133000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,0.04610792547464371,1.7085235118865967,0,3,14067712,EleutherAI/pythia-14m,step133000,133000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,0.0049721430987119675,1.6938345432281494,1,3,14067712,EleutherAI/pythia-14m,step133000,133000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,3.965492942370474e-05,1.6914154291152954,2,3,14067712,EleutherAI/pythia-14m,step133000,133000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,6.700171798001975e-05,1.69142484664917,3,3,14067712,EleutherAI/pythia-14m,step133000,133000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,0.002427872736006975,1.7537171840667725,0,4,14067712,EleutherAI/pythia-14m,step133000,133000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,1.986363784567402e-08,1.6914043426513672,1,4,14067712,EleutherAI/pythia-14m,step133000,133000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,0.22923724353313446,1.780076026916504,2,4,14067712,EleutherAI/pythia-14m,step133000,133000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,0.0226797703653574,1.6979047060012817,3,4,14067712,EleutherAI/pythia-14m,step133000,133000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,1.2234136123319636e-23,1.6914043426513672,0,5,14067712,EleutherAI/pythia-14m,step133000,133000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,4.71386279845845e-28,1.6914043426513672,1,5,14067712,EleutherAI/pythia-14m,step133000,133000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,0.6139129996299744,1.757887601852417,2,5,14067712,EleutherAI/pythia-14m,step133000,133000
She watched a band. ,It was a jazz band.,band,active,V,N,band, watched,1.9591291161404169e-22,1.6914043426513672,3,5,14067712,EleutherAI/pythia-14m,step133000,133000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,0.029557395726442337,1.7669377326965332,0,0,14067712,EleutherAI/pythia-14m,step133000,133000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,0.009422625415027142,1.7427129745483398,1,0,14067712,EleutherAI/pythia-14m,step133000,133000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,0.49569565057754517,1.7750437259674072,2,0,14067712,EleutherAI/pythia-14m,step133000,133000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,0.23624710738658905,1.7769677639007568,3,0,14067712,EleutherAI/pythia-14m,step133000,133000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,0.003919417969882488,1.718398094177246,0,1,14067712,EleutherAI/pythia-14m,step133000,133000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,0.13800010085105896,1.774021863937378,1,1,14067712,EleutherAI/pythia-14m,step133000,133000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,0.05307294428348541,1.7716155052185059,2,1,14067712,EleutherAI/pythia-14m,step133000,133000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,5.2146178859402426e-06,1.7189925909042358,3,1,14067712,EleutherAI/pythia-14m,step133000,133000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,0.06269273161888123,1.7391408681869507,0,2,14067712,EleutherAI/pythia-14m,step133000,133000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,0.10294939577579498,1.7486076354980469,1,2,14067712,EleutherAI/pythia-14m,step133000,133000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,0.259614497423172,1.7840054035186768,2,2,14067712,EleutherAI/pythia-14m,step133000,133000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,0.24164047837257385,1.774069905281067,3,2,14067712,EleutherAI/pythia-14m,step133000,133000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,0.05535155534744263,1.71319580078125,0,3,14067712,EleutherAI/pythia-14m,step133000,133000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,0.006283348426222801,1.742321491241455,1,3,14067712,EleutherAI/pythia-14m,step133000,133000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,0.0001807760272640735,1.6914743185043335,2,3,14067712,EleutherAI/pythia-14m,step133000,133000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,0.000231808444368653,1.6915297508239746,3,3,14067712,EleutherAI/pythia-14m,step133000,133000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,0.0012174762086942792,1.7067382335662842,0,4,14067712,EleutherAI/pythia-14m,step133000,133000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,8.362899706071403e-08,1.6914043426513672,1,4,14067712,EleutherAI/pythia-14m,step133000,133000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,0.21112804114818573,1.781465768814087,2,4,14067712,EleutherAI/pythia-14m,step133000,133000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,0.001036733272485435,1.696760892868042,3,4,14067712,EleutherAI/pythia-14m,step133000,133000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,2.2842775217106636e-27,1.6914043426513672,0,5,14067712,EleutherAI/pythia-14m,step133000,133000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,1.90161774432639e-25,1.691417932510376,1,5,14067712,EleutherAI/pythia-14m,step133000,133000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,0.9787122011184692,1.6971204280853271,2,5,14067712,EleutherAI/pythia-14m,step133000,133000
She joined a band. ,It was a country band.,band,active,V,N,band, joined,5.878835673623928e-27,1.6914043426513672,3,5,14067712,EleutherAI/pythia-14m,step133000,133000
He confronted a barrier. ,There was a police barrier.,barrier,active,V,N,barrier, confronted,0.11966582387685776,1.7702769041061401,0,0,14067712,EleutherAI/pythia-14m,step133000,133000
He confronted a barrier. ,There was a police barrier.,barrier,active,V,N,barrier, confronted,0.003446755465120077,1.7106446027755737,1,0,14067712,EleutherAI/pythia-14m,step133000,133000
He confronted a barrier. ,There was a police barrier.,barrier,active,V,N,barrier, confronted,0.5148336291313171,1.76845121383667,2,0,14067712,EleutherAI/pythia-14m,step133000,133000
He confronted a barrier. ,There was a police barrier.,barrier,active,V,N,barrier, confronted,0.24378497898578644,1.7791810035705566,3,0,14067712,EleutherAI/pythia-14m,step133000,133000
He confronted a barrier. ,There was a police barrier.,barrier,active,V,N,barrier, confronted,0.002572576515376568,1.7271983623504639,0,1,14067712,EleutherAI/pythia-14m,step133000,133000
He confronted a barrier. ,There was a police barrier.,barrier,active,V,N,barrier, confronted,0.13616454601287842,1.7731074094772339,1,1,14067712,EleutherAI/pythia-14m,step133000,133000
He confronted a barrier. ,There was a police barrier.,barrier,active,V,N,barrier, confronted,0.09561391919851303,1.7764525413513184,2,1,14067712,EleutherAI/pythia-14m,step133000,133000
He confronted a barrier. ,There was a police barrier.,barrier,active,V,N,barrier, confronted,2.7333905450177554e-07,1.7332030534744263,3,1,14067712,EleutherAI/pythia-14m,step133000,133000
He confronted a barrier. ,There was a police barrier.,barrier,active,V,N,barrier, confronted,0.18351662158966064,1.7528074979782104,0,2,14067712,EleutherAI/pythia-14m,step133000,133000
He confronted a barrier. ,There was a police barrier.,barrier,active,V,N,barrier, confronted,0.14374637603759766,1.7498656511306763,1,2,14067712,EleutherAI/pythia-14m,step133000,133000
He confronted a barrier. ,There was a police barrier.,barrier,active,V,N,barrier, confronted,0.33139920234680176,1.783735990524292,2,2,14067712,EleutherAI/pythia-14m,step133000,133000
He confronted a barrier. ,There was a police barrier.,barrier,active,V,N,barrier, confronted,0.2571280002593994,1.7706472873687744,3,2,14067712,EleutherAI/pythia-14m,step133000,133000
He confronted a barrier. ,There was a police barrier.,barrier,active,V,N,barrier, confronted,0.016821037977933884,1.705163598060608,0,3,14067712,EleutherAI/pythia-14m,step133000,133000
He confronted a barrier. ,There was a police barrier.,barrier,active,V,N,barrier, confronted,0.01684177853167057,1.738839030265808,1,3,14067712,EleutherAI/pythia-14m,step133000,133000
He confronted a barrier. ,There was a police barrier.,barrier,active,V,N,barrier, confronted,9.423642040928826e-06,1.6914108991622925,2,3,14067712,EleutherAI/pythia-14m,step133000,133000
He confronted a barrier. ,There was a police barrier.,barrier,active,V,N,barrier, confronted,2.4477034457959235e-05,1.6914315223693848,3,3,14067712,EleutherAI/pythia-14m,step133000,133000
He confronted a barrier. ,There was a police barrier.,barrier,active,V,N,barrier, confronted,0.0046471646055579185,1.693890929222107,0,4,14067712,EleutherAI/pythia-14m,step133000,133000
He confronted a barrier. ,There was a police barrier.,barrier,active,V,N,barrier, confronted,2.207963461842155e-06,1.691404938697815,1,4,14067712,EleutherAI/pythia-14m,step133000,133000
He confronted a barrier. ,There was a police barrier.,barrier,active,V,N,barrier, confronted,0.2309596836566925,1.783659815788269,2,4,14067712,EleutherAI/pythia-14m,step133000,133000
He confronted a barrier. ,There was a police barrier.,barrier,active,V,N,barrier, confronted,0.9236422181129456,1.710934042930603,3,4,14067712,EleutherAI/pythia-14m,step133000,133000
He confronted a barrier. ,There was a police barrier.,barrier,active,V,N,barrier, confronted,1.255454047959112e-33,1.6914043426513672,0,5,14067712,EleutherAI/pythia-14m,step133000,133000
He confronted a barrier. ,There was a police barrier.,barrier,active,V,N,barrier, confronted,2.0476075019716993e-27,1.6914043426513672,1,5,14067712,EleutherAI/pythia-14m,step133000,133000
He confronted a barrier. ,There was a police barrier.,barrier,active,V,N,barrier, confronted,0.9992246627807617,1.6916162967681885,2,5,14067712,EleutherAI/pythia-14m,step133000,133000
He confronted a barrier. ,There was a police barrier.,barrier,active,V,N,barrier, confronted,1.1600488500766637e-26,1.6914043426513672,3,5,14067712,EleutherAI/pythia-14m,step133000,133000
He climbed a barrier.,There was a concrete barrier.,barrier,active,V,N,barrier, climbed,0.14206433296203613,1.5896728038787842,0,0,14067712,EleutherAI/pythia-14m,step133000,133000
He climbed a barrier.,There was a concrete barrier.,barrier,active,V,N,barrier, climbed,0.001311839441768825,1.5209143161773682,1,0,14067712,EleutherAI/pythia-14m,step133000,133000
He climbed a barrier.,There was a concrete barrier.,barrier,active,V,N,barrier, climbed,0.502098798751831,1.5866162776947021,2,0,14067712,EleutherAI/pythia-14m,step133000,133000
He climbed a barrier.,There was a concrete barrier.,barrier,active,V,N,barrier, climbed,0.1490619033575058,1.5943026542663574,3,0,14067712,EleutherAI/pythia-14m,step133000,133000
He climbed a barrier.,There was a concrete barrier.,barrier,active,V,N,barrier, climbed,0.004547426477074623,1.5352537631988525,0,1,14067712,EleutherAI/pythia-14m,step133000,133000
He climbed a barrier.,There was a concrete barrier.,barrier,active,V,N,barrier, climbed,0.2002677023410797,1.594118356704712,1,1,14067712,EleutherAI/pythia-14m,step133000,133000
He climbed a barrier.,There was a concrete barrier.,barrier,active,V,N,barrier, climbed,0.18402628600597382,1.602223515510559,2,1,14067712,EleutherAI/pythia-14m,step133000,133000
He climbed a barrier.,There was a concrete barrier.,barrier,active,V,N,barrier, climbed,0.009111572988331318,1.577406883239746,3,1,14067712,EleutherAI/pythia-14m,step133000,133000
He climbed a barrier.,There was a concrete barrier.,barrier,active,V,N,barrier, climbed,0.30988794565200806,1.5854021310806274,0,2,14067712,EleutherAI/pythia-14m,step133000,133000
He climbed a barrier.,There was a concrete barrier.,barrier,active,V,N,barrier, climbed,0.11381945759057999,1.5583014488220215,1,2,14067712,EleutherAI/pythia-14m,step133000,133000
He climbed a barrier.,There was a concrete barrier.,barrier,active,V,N,barrier, climbed,0.35287779569625854,1.6020456552505493,2,2,14067712,EleutherAI/pythia-14m,step133000,133000
He climbed a barrier.,There was a concrete barrier.,barrier,active,V,N,barrier, climbed,0.34433624148368835,1.589215636253357,3,2,14067712,EleutherAI/pythia-14m,step133000,133000
He climbed a barrier.,There was a concrete barrier.,barrier,active,V,N,barrier, climbed,0.2529483735561371,1.5740591287612915,0,3,14067712,EleutherAI/pythia-14m,step133000,133000
He climbed a barrier.,There was a concrete barrier.,barrier,active,V,N,barrier, climbed,0.14872688055038452,1.5672022104263306,1,3,14067712,EleutherAI/pythia-14m,step133000,133000
He climbed a barrier.,There was a concrete barrier.,barrier,active,V,N,barrier, climbed,0.03248681128025055,1.5098254680633545,2,3,14067712,EleutherAI/pythia-14m,step133000,133000
He climbed a barrier.,There was a concrete barrier.,barrier,active,V,N,barrier, climbed,0.039904311299324036,1.5121166706085205,3,3,14067712,EleutherAI/pythia-14m,step133000,133000
He climbed a barrier.,There was a concrete barrier.,barrier,active,V,N,barrier, climbed,0.00017545418813824654,1.5031790733337402,0,4,14067712,EleutherAI/pythia-14m,step133000,133000
He climbed a barrier.,There was a concrete barrier.,barrier,active,V,N,barrier, climbed,1.4593706509913318e-06,1.500224232673645,1,4,14067712,EleutherAI/pythia-14m,step133000,133000
He climbed a barrier.,There was a concrete barrier.,barrier,active,V,N,barrier, climbed,0.15438280999660492,1.5990222692489624,2,4,14067712,EleutherAI/pythia-14m,step133000,133000
He climbed a barrier.,There was a concrete barrier.,barrier,active,V,N,barrier, climbed,0.8842073082923889,1.5317590236663818,3,4,14067712,EleutherAI/pythia-14m,step133000,133000
He climbed a barrier.,There was a concrete barrier.,barrier,active,V,N,barrier, climbed,3.828504911058475e-19,1.5003407001495361,0,5,14067712,EleutherAI/pythia-14m,step133000,133000
He climbed a barrier.,There was a concrete barrier.,barrier,active,V,N,barrier, climbed,1.141709356856967e-15,1.5002226829528809,1,5,14067712,EleutherAI/pythia-14m,step133000,133000
He climbed a barrier.,There was a concrete barrier.,barrier,active,V,N,barrier, climbed,0.6922135949134827,1.5666306018829346,2,5,14067712,EleutherAI/pythia-14m,step133000,133000
He climbed a barrier.,There was a concrete barrier.,barrier,active,V,N,barrier, climbed,1.0741534790066337e-18,1.5002226829528809,3,5,14067712,EleutherAI/pythia-14m,step133000,133000
He overcame a barrier. ,There was a language barrier.,barrier,active,V,N,barrier, overcame,0.10086868703365326,1.9300061464309692,0,0,14067712,EleutherAI/pythia-14m,step133000,133000
He overcame a barrier. ,There was a language barrier.,barrier,active,V,N,barrier, overcame,0.016252607107162476,1.8768134117126465,1,0,14067712,EleutherAI/pythia-14m,step133000,133000
He overcame a barrier. ,There was a language barrier.,barrier,active,V,N,barrier, overcame,0.12102217972278595,1.9216570854187012,2,0,14067712,EleutherAI/pythia-14m,step133000,133000
He overcame a barrier. ,There was a language barrier.,barrier,active,V,N,barrier, overcame,0.1147133857011795,1.933028221130371,3,0,14067712,EleutherAI/pythia-14m,step133000,133000
He overcame a barrier. ,There was a language barrier.,barrier,active,V,N,barrier, overcame,0.0012769586173817515,1.8865665197372437,0,1,14067712,EleutherAI/pythia-14m,step133000,133000
He overcame a barrier. ,There was a language barrier.,barrier,active,V,N,barrier, overcame,0.11068837344646454,1.9317712783813477,1,1,14067712,EleutherAI/pythia-14m,step133000,133000
He overcame a barrier. ,There was a language barrier.,barrier,active,V,N,barrier, overcame,0.044609032571315765,1.9297010898590088,2,1,14067712,EleutherAI/pythia-14m,step133000,133000
He overcame a barrier. ,There was a language barrier.,barrier,active,V,N,barrier, overcame,0.000353532494045794,1.898847222328186,3,1,14067712,EleutherAI/pythia-14m,step133000,133000
He overcame a barrier. ,There was a language barrier.,barrier,active,V,N,barrier, overcame,0.08328911662101746,1.9100098609924316,0,2,14067712,EleutherAI/pythia-14m,step133000,133000
He overcame a barrier. ,There was a language barrier.,barrier,active,V,N,barrier, overcame,0.06367495656013489,1.9057211875915527,1,2,14067712,EleutherAI/pythia-14m,step133000,133000
He overcame a barrier. ,There was a language barrier.,barrier,active,V,N,barrier, overcame,0.17716914415359497,1.9400537014007568,2,2,14067712,EleutherAI/pythia-14m,step133000,133000
He overcame a barrier. ,There was a language barrier.,barrier,active,V,N,barrier, overcame,0.18243449926376343,1.9287155866622925,3,2,14067712,EleutherAI/pythia-14m,step133000,133000
He overcame a barrier. ,There was a language barrier.,barrier,active,V,N,barrier, overcame,0.037862397730350494,1.8888838291168213,0,3,14067712,EleutherAI/pythia-14m,step133000,133000
He overcame a barrier. ,There was a language barrier.,barrier,active,V,N,barrier, overcame,0.042437586933374405,1.918963074684143,1,3,14067712,EleutherAI/pythia-14m,step133000,133000
He overcame a barrier. ,There was a language barrier.,barrier,active,V,N,barrier, overcame,0.0003077713190577924,1.8538079261779785,2,3,14067712,EleutherAI/pythia-14m,step133000,133000
He overcame a barrier. ,There was a language barrier.,barrier,active,V,N,barrier, overcame,0.0005009944434277713,1.8539750576019287,3,3,14067712,EleutherAI/pythia-14m,step133000,133000
He overcame a barrier. ,There was a language barrier.,barrier,active,V,N,barrier, overcame,0.002048810478299856,1.854903221130371,0,4,14067712,EleutherAI/pythia-14m,step133000,133000
He overcame a barrier. ,There was a language barrier.,barrier,active,V,N,barrier, overcame,0.0022958414629101753,1.8547756671905518,1,4,14067712,EleutherAI/pythia-14m,step133000,133000
He overcame a barrier. ,There was a language barrier.,barrier,active,V,N,barrier, overcame,0.12361138314008713,1.9366257190704346,2,4,14067712,EleutherAI/pythia-14m,step133000,133000
He overcame a barrier. ,There was a language barrier.,barrier,active,V,N,barrier, overcame,0.49994099140167236,1.8536608219146729,3,4,14067712,EleutherAI/pythia-14m,step133000,133000
He overcame a barrier. ,There was a language barrier.,barrier,active,V,N,barrier, overcame,1.960416500787027e-19,1.8536312580108643,0,5,14067712,EleutherAI/pythia-14m,step133000,133000
He overcame a barrier. ,There was a language barrier.,barrier,active,V,N,barrier, overcame,3.7112504180925043e-09,1.8536312580108643,1,5,14067712,EleutherAI/pythia-14m,step133000,133000
He overcame a barrier. ,There was a language barrier.,barrier,active,V,N,barrier, overcame,0.4888516366481781,1.8590975999832153,2,5,14067712,EleutherAI/pythia-14m,step133000,133000
He overcame a barrier. ,There was a language barrier.,barrier,active,V,N,barrier, overcame,2.451520974069976e-13,1.8536312580108643,3,5,14067712,EleutherAI/pythia-14m,step133000,133000
He encountered a barrier. ,There was a religious barrier.,barrier,active,V,N,barrier, encountered,0.06695131212472916,1.766317367553711,0,0,14067712,EleutherAI/pythia-14m,step133000,133000
He encountered a barrier. ,There was a religious barrier.,barrier,active,V,N,barrier, encountered,0.005896768532693386,1.7111968994140625,1,0,14067712,EleutherAI/pythia-14m,step133000,133000
He encountered a barrier. ,There was a religious barrier.,barrier,active,V,N,barrier, encountered,0.3738657236099243,1.7703051567077637,2,0,14067712,EleutherAI/pythia-14m,step133000,133000
