sentence,Head,Layer,Attention,n_params,mpath,revision,step
He had an undefinable appeal.,3,2,0.16142068803310394,14067712,EleutherAI/pythia-14m,step31000,31000
He had an undefinable appeal.,0,3,0.20107239484786987,14067712,EleutherAI/pythia-14m,step31000,31000
He had an undefinable appeal.,1,3,0.2110331952571869,14067712,EleutherAI/pythia-14m,step31000,31000
He had an undefinable appeal.,2,3,0.1839832365512848,14067712,EleutherAI/pythia-14m,step31000,31000
He had an undefinable appeal.,3,3,0.15980975329875946,14067712,EleutherAI/pythia-14m,step31000,31000
He had an undefinable appeal.,0,4,0.21611753106117249,14067712,EleutherAI/pythia-14m,step31000,31000
He had an undefinable appeal.,1,4,0.17307618260383606,14067712,EleutherAI/pythia-14m,step31000,31000
He had an undefinable appeal.,2,4,0.2001122534275055,14067712,EleutherAI/pythia-14m,step31000,31000
He had an undefinable appeal.,3,4,0.17730256915092468,14067712,EleutherAI/pythia-14m,step31000,31000
He had an undefinable appeal.,0,5,0.08973343670368195,14067712,EleutherAI/pythia-14m,step31000,31000
He had an undefinable appeal.,1,5,0.15074536204338074,14067712,EleutherAI/pythia-14m,step31000,31000
He had an undefinable appeal.,2,5,0.23268526792526245,14067712,EleutherAI/pythia-14m,step31000,31000
He had an undefinable appeal.,3,5,0.28584325313568115,14067712,EleutherAI/pythia-14m,step31000,31000
He had a legal appeal.,0,0,0.2193140983581543,14067712,EleutherAI/pythia-14m,step31000,31000
He had a legal appeal.,1,0,0.38136449456214905,14067712,EleutherAI/pythia-14m,step31000,31000
He had a legal appeal.,2,0,0.23326650261878967,14067712,EleutherAI/pythia-14m,step31000,31000
He had a legal appeal.,3,0,0.3583082854747772,14067712,EleutherAI/pythia-14m,step31000,31000
He had a legal appeal.,0,1,0.25283995270729065,14067712,EleutherAI/pythia-14m,step31000,31000
He had a legal appeal.,1,1,0.385482519865036,14067712,EleutherAI/pythia-14m,step31000,31000
He had a legal appeal.,2,1,0.19973532855510712,14067712,EleutherAI/pythia-14m,step31000,31000
He had a legal appeal.,3,1,0.031034035608172417,14067712,EleutherAI/pythia-14m,step31000,31000
He had a legal appeal.,0,2,0.2295304536819458,14067712,EleutherAI/pythia-14m,step31000,31000
He had a legal appeal.,1,2,0.6680001020431519,14067712,EleutherAI/pythia-14m,step31000,31000
He had a legal appeal.,2,2,0.33925285935401917,14067712,EleutherAI/pythia-14m,step31000,31000
He had a legal appeal.,3,2,0.20711207389831543,14067712,EleutherAI/pythia-14m,step31000,31000
He had a legal appeal.,0,3,0.19487202167510986,14067712,EleutherAI/pythia-14m,step31000,31000
He had a legal appeal.,1,3,0.2299123853445053,14067712,EleutherAI/pythia-14m,step31000,31000
He had a legal appeal.,2,3,0.19950053095817566,14067712,EleutherAI/pythia-14m,step31000,31000
He had a legal appeal.,3,3,0.19997404515743256,14067712,EleutherAI/pythia-14m,step31000,31000
He had a legal appeal.,0,4,0.23914754390716553,14067712,EleutherAI/pythia-14m,step31000,31000
He had a legal appeal.,1,4,0.20349644124507904,14067712,EleutherAI/pythia-14m,step31000,31000
He had a legal appeal.,2,4,0.35710781812667847,14067712,EleutherAI/pythia-14m,step31000,31000
He had a legal appeal.,3,4,0.2045726329088211,14067712,EleutherAI/pythia-14m,step31000,31000
He had a legal appeal.,0,5,0.11963651329278946,14067712,EleutherAI/pythia-14m,step31000,31000
He had a legal appeal.,1,5,0.20019002258777618,14067712,EleutherAI/pythia-14m,step31000,31000
He had a legal appeal.,2,5,0.27144181728363037,14067712,EleutherAI/pythia-14m,step31000,31000
He had a legal appeal.,3,5,0.20031455159187317,14067712,EleutherAI/pythia-14m,step31000,31000
It was a tense atmosphere.,0,0,0.2800582945346832,14067712,EleutherAI/pythia-14m,step31000,31000
It was a tense atmosphere.,1,0,0.29426535964012146,14067712,EleutherAI/pythia-14m,step31000,31000
It was a tense atmosphere.,2,0,0.18967419862747192,14067712,EleutherAI/pythia-14m,step31000,31000
It was a tense atmosphere.,3,0,0.2279508113861084,14067712,EleutherAI/pythia-14m,step31000,31000
It was a tense atmosphere.,0,1,0.30322200059890747,14067712,EleutherAI/pythia-14m,step31000,31000
It was a tense atmosphere.,1,1,0.36042219400405884,14067712,EleutherAI/pythia-14m,step31000,31000
It was a tense atmosphere.,2,1,0.29475194215774536,14067712,EleutherAI/pythia-14m,step31000,31000
It was a tense atmosphere.,3,1,0.0723925232887268,14067712,EleutherAI/pythia-14m,step31000,31000
It was a tense atmosphere.,0,2,0.3416762053966522,14067712,EleutherAI/pythia-14m,step31000,31000
It was a tense atmosphere.,1,2,0.7030828595161438,14067712,EleutherAI/pythia-14m,step31000,31000
It was a tense atmosphere.,2,2,0.350583553314209,14067712,EleutherAI/pythia-14m,step31000,31000
It was a tense atmosphere.,3,2,0.25165191292762756,14067712,EleutherAI/pythia-14m,step31000,31000
It was a tense atmosphere.,0,3,0.18803560733795166,14067712,EleutherAI/pythia-14m,step31000,31000
It was a tense atmosphere.,1,3,0.26845118403434753,14067712,EleutherAI/pythia-14m,step31000,31000
It was a tense atmosphere.,2,3,0.13100595772266388,14067712,EleutherAI/pythia-14m,step31000,31000
It was a tense atmosphere.,3,3,0.14960619807243347,14067712,EleutherAI/pythia-14m,step31000,31000
It was a tense atmosphere.,0,4,0.25240689516067505,14067712,EleutherAI/pythia-14m,step31000,31000
It was a tense atmosphere.,1,4,0.1910274177789688,14067712,EleutherAI/pythia-14m,step31000,31000
It was a tense atmosphere.,2,4,0.32472285628318787,14067712,EleutherAI/pythia-14m,step31000,31000
It was a tense atmosphere.,3,4,0.2509746253490448,14067712,EleutherAI/pythia-14m,step31000,31000
It was a tense atmosphere.,0,5,0.20887015759944916,14067712,EleutherAI/pythia-14m,step31000,31000
It was a tense atmosphere.,1,5,0.2254915088415146,14067712,EleutherAI/pythia-14m,step31000,31000
It was a tense atmosphere.,2,5,0.30076634883880615,14067712,EleutherAI/pythia-14m,step31000,31000
It was a tense atmosphere.,3,5,0.21804025769233704,14067712,EleutherAI/pythia-14m,step31000,31000
It was a hostile atmosphere.,0,0,0.3081309497356415,14067712,EleutherAI/pythia-14m,step31000,31000
It was a hostile atmosphere.,1,0,0.30145570635795593,14067712,EleutherAI/pythia-14m,step31000,31000
It was a hostile atmosphere.,2,0,0.19198273122310638,14067712,EleutherAI/pythia-14m,step31000,31000
It was a hostile atmosphere.,3,0,0.2555452585220337,14067712,EleutherAI/pythia-14m,step31000,31000
It was a hostile atmosphere.,0,1,0.3670872449874878,14067712,EleutherAI/pythia-14m,step31000,31000
It was a hostile atmosphere.,1,1,0.347092866897583,14067712,EleutherAI/pythia-14m,step31000,31000
It was a hostile atmosphere.,2,1,0.4069834351539612,14067712,EleutherAI/pythia-14m,step31000,31000
It was a hostile atmosphere.,3,1,0.048074495047330856,14067712,EleutherAI/pythia-14m,step31000,31000
It was a hostile atmosphere.,0,2,0.37696489691734314,14067712,EleutherAI/pythia-14m,step31000,31000
It was a hostile atmosphere.,1,2,0.7105332016944885,14067712,EleutherAI/pythia-14m,step31000,31000
It was a hostile atmosphere.,2,2,0.35801273584365845,14067712,EleutherAI/pythia-14m,step31000,31000
It was a hostile atmosphere.,3,2,0.23147045075893402,14067712,EleutherAI/pythia-14m,step31000,31000
It was a hostile atmosphere.,0,3,0.18965928256511688,14067712,EleutherAI/pythia-14m,step31000,31000
It was a hostile atmosphere.,1,3,0.30160003900527954,14067712,EleutherAI/pythia-14m,step31000,31000
It was a hostile atmosphere.,2,3,0.13078093528747559,14067712,EleutherAI/pythia-14m,step31000,31000
It was a hostile atmosphere.,3,3,0.14952482283115387,14067712,EleutherAI/pythia-14m,step31000,31000
It was a hostile atmosphere.,0,4,0.2395637333393097,14067712,EleutherAI/pythia-14m,step31000,31000
It was a hostile atmosphere.,1,4,0.18379873037338257,14067712,EleutherAI/pythia-14m,step31000,31000
It was a hostile atmosphere.,2,4,0.3158664405345917,14067712,EleutherAI/pythia-14m,step31000,31000
It was a hostile atmosphere.,3,4,0.2638663947582245,14067712,EleutherAI/pythia-14m,step31000,31000
It was a hostile atmosphere.,0,5,0.22057221829891205,14067712,EleutherAI/pythia-14m,step31000,31000
It was a hostile atmosphere.,1,5,0.22367076575756073,14067712,EleutherAI/pythia-14m,step31000,31000
It was a hostile atmosphere.,2,5,0.27243873476982117,14067712,EleutherAI/pythia-14m,step31000,31000
It was a hostile atmosphere.,3,5,0.2038206309080124,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gaseous atmosphere.,0,0,0.3000810146331787,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gaseous atmosphere.,1,0,0.30669036507606506,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gaseous atmosphere.,2,0,0.17788586020469666,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gaseous atmosphere.,3,0,0.36448946595191956,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gaseous atmosphere.,0,1,0.307964950799942,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gaseous atmosphere.,1,1,0.3766638934612274,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gaseous atmosphere.,2,1,0.3674299418926239,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gaseous atmosphere.,3,1,0.06043797731399536,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gaseous atmosphere.,0,2,0.37658756971359253,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gaseous atmosphere.,1,2,0.7003670930862427,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gaseous atmosphere.,2,2,0.3492814004421234,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gaseous atmosphere.,3,2,0.24369576573371887,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gaseous atmosphere.,0,3,0.18444864451885223,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gaseous atmosphere.,1,3,0.3105975091457367,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gaseous atmosphere.,2,3,0.13080333173274994,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gaseous atmosphere.,3,3,0.1495412439107895,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gaseous atmosphere.,0,4,0.242579385638237,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gaseous atmosphere.,1,4,0.1876024454832077,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gaseous atmosphere.,2,4,0.3313712179660797,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gaseous atmosphere.,3,4,0.2453320324420929,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gaseous atmosphere.,0,5,0.2859121263027191,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gaseous atmosphere.,1,5,0.21676097810268402,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gaseous atmosphere.,2,5,0.2904258370399475,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gaseous atmosphere.,3,5,0.3893108069896698,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gold band.,0,0,0.32051315903663635,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gold band.,1,0,0.3354828655719757,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gold band.,2,0,0.15423648059368134,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gold band.,3,0,0.286580890417099,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gold band.,0,1,0.2870701253414154,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gold band.,1,1,0.3626888692378998,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gold band.,2,1,0.36925336718559265,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gold band.,3,1,0.1239655613899231,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gold band.,0,2,0.3148755431175232,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gold band.,1,2,0.7153028845787048,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gold band.,2,2,0.36663106083869934,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gold band.,3,2,0.24508748948574066,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gold band.,0,3,0.19355498254299164,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gold band.,1,3,0.29357004165649414,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gold band.,2,3,0.13091006875038147,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gold band.,3,3,0.14966432750225067,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gold band.,0,4,0.2550535798072815,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gold band.,1,4,0.18653039634227753,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gold band.,2,4,0.3047824800014496,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gold band.,3,4,0.24851079285144806,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gold band.,0,5,0.22183160483837128,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gold band.,1,5,0.2256767749786377,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gold band.,2,5,0.30731841921806335,14067712,EleutherAI/pythia-14m,step31000,31000
It was a gold band.,3,5,0.35481879115104675,14067712,EleutherAI/pythia-14m,step31000,31000
It was a rubber band.,0,0,0.28223082423210144,14067712,EleutherAI/pythia-14m,step31000,31000
It was a rubber band.,1,0,0.3468264043331146,14067712,EleutherAI/pythia-14m,step31000,31000
It was a rubber band.,2,0,0.15665699541568756,14067712,EleutherAI/pythia-14m,step31000,31000
It was a rubber band.,3,0,0.3725998103618622,14067712,EleutherAI/pythia-14m,step31000,31000
It was a rubber band.,0,1,0.32710105180740356,14067712,EleutherAI/pythia-14m,step31000,31000
It was a rubber band.,1,1,0.3806801736354828,14067712,EleutherAI/pythia-14m,step31000,31000
It was a rubber band.,2,1,0.3523961007595062,14067712,EleutherAI/pythia-14m,step31000,31000
It was a rubber band.,3,1,0.1046975776553154,14067712,EleutherAI/pythia-14m,step31000,31000
It was a rubber band.,0,2,0.36289021372795105,14067712,EleutherAI/pythia-14m,step31000,31000
It was a rubber band.,1,2,0.7159256339073181,14067712,EleutherAI/pythia-14m,step31000,31000
It was a rubber band.,2,2,0.3659461438655853,14067712,EleutherAI/pythia-14m,step31000,31000
It was a rubber band.,3,2,0.24025027453899384,14067712,EleutherAI/pythia-14m,step31000,31000
It was a rubber band.,0,3,0.19029198586940765,14067712,EleutherAI/pythia-14m,step31000,31000
It was a rubber band.,1,3,0.29241782426834106,14067712,EleutherAI/pythia-14m,step31000,31000
It was a rubber band.,2,3,0.1308046132326126,14067712,EleutherAI/pythia-14m,step31000,31000
It was a rubber band.,3,3,0.1495601087808609,14067712,EleutherAI/pythia-14m,step31000,31000
It was a rubber band.,0,4,0.2468048632144928,14067712,EleutherAI/pythia-14m,step31000,31000
It was a rubber band.,1,4,0.18784880638122559,14067712,EleutherAI/pythia-14m,step31000,31000
It was a rubber band.,2,4,0.3181672990322113,14067712,EleutherAI/pythia-14m,step31000,31000
It was a rubber band.,3,4,0.23742885887622833,14067712,EleutherAI/pythia-14m,step31000,31000
It was a rubber band.,0,5,0.20807762444019318,14067712,EleutherAI/pythia-14m,step31000,31000
It was a rubber band.,1,5,0.21959736943244934,14067712,EleutherAI/pythia-14m,step31000,31000
It was a rubber band.,2,5,0.32123300433158875,14067712,EleutherAI/pythia-14m,step31000,31000
It was a rubber band.,3,5,0.29593461751937866,14067712,EleutherAI/pythia-14m,step31000,31000
It was a jazz band.,0,0,0.2923530042171478,14067712,EleutherAI/pythia-14m,step31000,31000
It was a jazz band.,1,0,0.35557928681373596,14067712,EleutherAI/pythia-14m,step31000,31000
It was a jazz band.,2,0,0.18934838473796844,14067712,EleutherAI/pythia-14m,step31000,31000
It was a jazz band.,3,0,0.39063799381256104,14067712,EleutherAI/pythia-14m,step31000,31000
It was a jazz band.,0,1,0.3246419429779053,14067712,EleutherAI/pythia-14m,step31000,31000
It was a jazz band.,1,1,0.3865516483783722,14067712,EleutherAI/pythia-14m,step31000,31000
It was a jazz band.,2,1,0.2949713468551636,14067712,EleutherAI/pythia-14m,step31000,31000
It was a jazz band.,3,1,0.09709558635950089,14067712,EleutherAI/pythia-14m,step31000,31000
It was a jazz band.,0,2,0.39154061675071716,14067712,EleutherAI/pythia-14m,step31000,31000
It was a jazz band.,1,2,0.7087082266807556,14067712,EleutherAI/pythia-14m,step31000,31000
It was a jazz band.,2,2,0.3666813373565674,14067712,EleutherAI/pythia-14m,step31000,31000
It was a jazz band.,3,2,0.2403547763824463,14067712,EleutherAI/pythia-14m,step31000,31000
It was a jazz band.,0,3,0.20082946121692657,14067712,EleutherAI/pythia-14m,step31000,31000
It was a jazz band.,1,3,0.30839237570762634,14067712,EleutherAI/pythia-14m,step31000,31000
It was a jazz band.,2,3,0.13092590868473053,14067712,EleutherAI/pythia-14m,step31000,31000
It was a jazz band.,3,3,0.1496218889951706,14067712,EleutherAI/pythia-14m,step31000,31000
It was a jazz band.,0,4,0.2727336585521698,14067712,EleutherAI/pythia-14m,step31000,31000
It was a jazz band.,1,4,0.18928399682044983,14067712,EleutherAI/pythia-14m,step31000,31000
It was a jazz band.,2,4,0.3213074207305908,14067712,EleutherAI/pythia-14m,step31000,31000
It was a jazz band.,3,4,0.24306809902191162,14067712,EleutherAI/pythia-14m,step31000,31000
It was a jazz band.,0,5,0.29144418239593506,14067712,EleutherAI/pythia-14m,step31000,31000
It was a jazz band.,1,5,0.2592081129550934,14067712,EleutherAI/pythia-14m,step31000,31000
It was a jazz band.,2,5,0.34395694732666016,14067712,EleutherAI/pythia-14m,step31000,31000
It was a jazz band.,3,5,0.3904322683811188,14067712,EleutherAI/pythia-14m,step31000,31000
There was a police barrier.,0,0,0.29502907395362854,14067712,EleutherAI/pythia-14m,step31000,31000
