sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,step
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.03730287889393613,6,2.0,6,7,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a humane act.,It was a magic act.,act,act,Different Sense,1.2978207952762943e-08,0,2.818181818,7,6,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.061722393857073676,1,2.818181818,7,6,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.07380605200313883,2,2.818181818,7,6,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.12314227946905965,3,2.818181818,7,6,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.04911698517080265,4,2.818181818,7,6,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.04088811908977297,5,2.818181818,7,6,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.013727873146029523,6,2.818181818,7,6,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a humane act.,It was a comedic act.,act,act,Different Sense,1.2978207952762943e-08,0,2.80952381,7,7,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.09954611596234719,1,2.80952381,7,7,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.09343359152341668,2,2.80952381,7,7,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.10079700906552236,3,2.80952381,7,7,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.05848252766519846,4,2.80952381,7,7,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.06152599636876377,5,2.80952381,7,7,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.02850803415267178,6,2.80952381,7,7,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a desperate act.,It was a humane act.,act,act,Same Sense,1.2978207952762943e-08,0,3.9,6,7,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.046305859625027646,1,3.9,6,7,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.07729943555816943,2,3.9,6,7,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.13268999181051888,3,3.9,6,7,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.0760071612149259,4,3.9,6,7,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.07175839544036433,5,3.9,6,7,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.032669054865282154,6,3.9,6,7,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a magic act.,It was a comedic act.,act,act,Same Sense,1.2978207952762943e-08,0,3.764705882,6,7,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.08968072533069205,1,3.764705882,6,7,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.08895780093202621,2,3.764705882,6,7,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.11822416629562393,3,3.764705882,6,7,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.06314308252378675,4,3.764705882,6,7,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.05563862607367143,5,3.764705882,6,7,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.023173827121374724,6,3.764705882,6,7,1,70426624,EleutherAI/pythia-70m,step73000,73000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.0,0,1.571428571,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.07783572929883675,1,1.571428571,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.0905180280139749,2,1.571428571,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.12269441742655574,3,1.571428571,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.05354272010288419,4,1.571428571,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.059599298001346446,5,1.571428571,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.029863324277533687,6,1.571428571,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.0,0,1.0,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.07365878257990821,1,1.0,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.10472822101248058,2,1.0,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.16915530974512538,3,1.0,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.06956320247168357,4,1.0,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.07284091395942283,5,1.0,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.03791330380283142,6,1.0,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.0,0,1.235294118,8,6,2,70426624,EleutherAI/pythia-70m,step73000,73000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.08566594234634628,1,1.235294118,8,6,2,70426624,EleutherAI/pythia-70m,step73000,73000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.08807094947861105,2,1.235294118,8,6,2,70426624,EleutherAI/pythia-70m,step73000,73000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.14956476856615175,3,1.235294118,8,6,2,70426624,EleutherAI/pythia-70m,step73000,73000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.03986309012825062,4,1.235294118,8,6,2,70426624,EleutherAI/pythia-70m,step73000,73000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.03492290767883033,5,1.235294118,8,6,2,70426624,EleutherAI/pythia-70m,step73000,73000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.022564018891682247,6,1.235294118,8,6,2,70426624,EleutherAI/pythia-70m,step73000,73000
He had an undefinable appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.0,0,0.714285714,8,6,2,70426624,EleutherAI/pythia-70m,step73000,73000
He had an undefinable appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.06417401943254564,1,0.714285714,8,6,2,70426624,EleutherAI/pythia-70m,step73000,73000
He had an undefinable appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.08559567733657891,2,0.714285714,8,6,2,70426624,EleutherAI/pythia-70m,step73000,73000
He had an undefinable appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.1413470094374757,3,0.714285714,8,6,2,70426624,EleutherAI/pythia-70m,step73000,73000
He had an undefinable appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.046579951134577025,4,0.714285714,8,6,2,70426624,EleutherAI/pythia-70m,step73000,73000
He had an undefinable appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.044468441000733105,5,0.714285714,8,6,2,70426624,EleutherAI/pythia-70m,step73000,73000
He had an undefinable appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.027683910073498574,6,0.714285714,8,6,2,70426624,EleutherAI/pythia-70m,step73000,73000
He had a universal appeal.,He had an undefinable appeal.,appeal,appeal,Same Sense,0.0,0,3.7,6,8,2,70426624,EleutherAI/pythia-70m,step73000,73000
He had a universal appeal.,He had an undefinable appeal.,appeal,appeal,Same Sense,0.04974386502784511,1,3.7,6,8,2,70426624,EleutherAI/pythia-70m,step73000,73000
He had a universal appeal.,He had an undefinable appeal.,appeal,appeal,Same Sense,0.05348462861505254,2,3.7,6,8,2,70426624,EleutherAI/pythia-70m,step73000,73000
He had a universal appeal.,He had an undefinable appeal.,appeal,appeal,Same Sense,0.08029994734593726,3,3.7,6,8,2,70426624,EleutherAI/pythia-70m,step73000,73000
He had a universal appeal.,He had an undefinable appeal.,appeal,appeal,Same Sense,0.036565018231251134,4,3.7,6,8,2,70426624,EleutherAI/pythia-70m,step73000,73000
He had a universal appeal.,He had an undefinable appeal.,appeal,appeal,Same Sense,0.032869266983089895,5,3.7,6,8,2,70426624,EleutherAI/pythia-70m,step73000,73000
He had a universal appeal.,He had an undefinable appeal.,appeal,appeal,Same Sense,0.01637129675676463,6,3.7,6,8,2,70426624,EleutherAI/pythia-70m,step73000,73000
He had a legal appeal.,He had a pending appeal.,appeal,appeal,Same Sense,0.0,0,3.272727273,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
He had a legal appeal.,He had a pending appeal.,appeal,appeal,Same Sense,0.06103279548179796,1,3.272727273,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
He had a legal appeal.,He had a pending appeal.,appeal,appeal,Same Sense,0.08951575075682738,2,3.272727273,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
He had a legal appeal.,He had a pending appeal.,appeal,appeal,Same Sense,0.15488611511517103,3,3.272727273,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
He had a legal appeal.,He had a pending appeal.,appeal,appeal,Same Sense,0.042998413453775086,4,3.272727273,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
He had a legal appeal.,He had a pending appeal.,appeal,appeal,Same Sense,0.03689717342758747,5,3.272727273,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
He had a legal appeal.,He had a pending appeal.,appeal,appeal,Same Sense,0.01885045026297727,6,3.272727273,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a tense atmosphere.,It was a gaseous atmosphere.,atmosphere,atmosphere,Different Sense,1.2037012164789473e-08,0,1.214285714,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a tense atmosphere.,It was a gaseous atmosphere.,atmosphere,atmosphere,Different Sense,0.12890891958408213,1,1.214285714,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a tense atmosphere.,It was a gaseous atmosphere.,atmosphere,atmosphere,Different Sense,0.1281540162519338,2,1.214285714,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a tense atmosphere.,It was a gaseous atmosphere.,atmosphere,atmosphere,Different Sense,0.1609087424362371,3,1.214285714,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a tense atmosphere.,It was a gaseous atmosphere.,atmosphere,atmosphere,Different Sense,0.08794634959010883,4,1.214285714,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a tense atmosphere.,It was a gaseous atmosphere.,atmosphere,atmosphere,Different Sense,0.08949036919428799,5,1.214285714,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a tense atmosphere.,It was a gaseous atmosphere.,atmosphere,atmosphere,Different Sense,0.0386949707502825,6,1.214285714,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a tense atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Different Sense,1.2037012164789473e-08,0,1.846153846,6,7,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a tense atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Different Sense,0.020214212668097975,1,1.846153846,6,7,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a tense atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Different Sense,0.044216184140731474,2,1.846153846,6,7,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a tense atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Different Sense,0.09201185091102426,3,1.846153846,6,7,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a tense atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Different Sense,0.03146575153961417,4,1.846153846,6,7,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a tense atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Different Sense,0.03182743727921866,5,1.846153846,6,7,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a tense atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Different Sense,0.014906533971362879,6,1.846153846,6,7,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a hostile atmosphere.,It was a gaseous atmosphere.,atmosphere,atmosphere,Different Sense,1.2037012164789473e-08,0,1.538461538,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a hostile atmosphere.,It was a gaseous atmosphere.,atmosphere,atmosphere,Different Sense,0.1477841071147069,1,1.538461538,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a hostile atmosphere.,It was a gaseous atmosphere.,atmosphere,atmosphere,Different Sense,0.1640087149690238,2,1.538461538,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a hostile atmosphere.,It was a gaseous atmosphere.,atmosphere,atmosphere,Different Sense,0.201121050900248,3,1.538461538,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a hostile atmosphere.,It was a gaseous atmosphere.,atmosphere,atmosphere,Different Sense,0.12031603941479774,4,1.538461538,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a hostile atmosphere.,It was a gaseous atmosphere.,atmosphere,atmosphere,Different Sense,0.12521171307471535,5,1.538461538,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a hostile atmosphere.,It was a gaseous atmosphere.,atmosphere,atmosphere,Different Sense,0.04721695131479853,6,1.538461538,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a hostile atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Different Sense,1.2037012164789473e-08,0,2.181818182,6,7,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a hostile atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Different Sense,0.061523333149522186,1,2.181818182,6,7,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a hostile atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Different Sense,0.11046258292592215,2,2.181818182,6,7,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a hostile atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Different Sense,0.1324072661273813,3,2.181818182,6,7,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a hostile atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Different Sense,0.062149099993630386,4,2.181818182,6,7,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a hostile atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Different Sense,0.06751884421554688,5,2.181818182,6,7,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a hostile atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Different Sense,0.02521205721875519,6,2.181818182,6,7,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a tense atmosphere.,It was a hostile atmosphere.,atmosphere,atmosphere,Same Sense,1.2037012164789473e-08,0,4.0,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a tense atmosphere.,It was a hostile atmosphere.,atmosphere,atmosphere,Same Sense,0.059974111117831685,1,4.0,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a tense atmosphere.,It was a hostile atmosphere.,atmosphere,atmosphere,Same Sense,0.10157222340629801,2,4.0,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a tense atmosphere.,It was a hostile atmosphere.,atmosphere,atmosphere,Same Sense,0.10791527173742177,3,4.0,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a tense atmosphere.,It was a hostile atmosphere.,atmosphere,atmosphere,Same Sense,0.054486861809593834,4,4.0,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a tense atmosphere.,It was a hostile atmosphere.,atmosphere,atmosphere,Same Sense,0.06448549750525179,5,4.0,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a tense atmosphere.,It was a hostile atmosphere.,atmosphere,atmosphere,Same Sense,0.018965648011097014,6,4.0,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a gaseous atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Same Sense,1.2037012164789473e-08,0,3.466666667,6,7,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a gaseous atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Same Sense,0.14213715071822242,1,3.466666667,6,7,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a gaseous atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Same Sense,0.13476965713686917,2,3.466666667,6,7,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a gaseous atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Same Sense,0.14397186949137353,3,3.466666667,6,7,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a gaseous atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Same Sense,0.07826105135842976,4,3.466666667,6,7,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a gaseous atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Same Sense,0.07533529046349685,5,3.466666667,6,7,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a gaseous atmosphere.,It was a polluted atmosphere.,atmosphere,atmosphere,Same Sense,0.03637941764975405,6,3.466666667,6,7,1,70426624,EleutherAI/pythia-70m,step73000,73000
It was a gold band.,It was a jazz band.,band,band,Different Sense,0.0,0,0.2,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a gold band.,It was a jazz band.,band,band,Different Sense,0.09853134578943201,1,0.2,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a gold band.,It was a jazz band.,band,band,Different Sense,0.11087699698319453,2,0.2,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a gold band.,It was a jazz band.,band,band,Different Sense,0.11916434208938076,3,0.2,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a gold band.,It was a jazz band.,band,band,Different Sense,0.058404960622304936,4,0.2,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a gold band.,It was a jazz band.,band,band,Different Sense,0.05981056087112091,5,0.2,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a gold band.,It was a jazz band.,band,band,Different Sense,0.0290221431464478,6,0.2,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a gold band.,It was a country band.,band,band,Different Sense,0.0,0,0.384615385,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a gold band.,It was a country band.,band,band,Different Sense,0.08055637250148662,1,0.384615385,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a gold band.,It was a country band.,band,band,Different Sense,0.09377940053095113,2,0.384615385,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a gold band.,It was a country band.,band,band,Different Sense,0.1427949929981498,3,0.384615385,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a gold band.,It was a country band.,band,band,Different Sense,0.05919279925119292,4,0.384615385,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a gold band.,It was a country band.,band,band,Different Sense,0.049290253341453205,5,0.384615385,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a gold band.,It was a country band.,band,band,Different Sense,0.025516664035248438,6,0.384615385,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a rubber band.,It was a jazz band.,band,band,Different Sense,0.0,0,0.333333333,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a rubber band.,It was a jazz band.,band,band,Different Sense,0.1800873141781163,1,0.333333333,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a rubber band.,It was a jazz band.,band,band,Different Sense,0.17565531318056327,2,0.333333333,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a rubber band.,It was a jazz band.,band,band,Different Sense,0.19879005837613262,3,0.333333333,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a rubber band.,It was a jazz band.,band,band,Different Sense,0.11682907545901577,4,0.333333333,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a rubber band.,It was a jazz band.,band,band,Different Sense,0.12004183668269763,5,0.333333333,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a rubber band.,It was a jazz band.,band,band,Different Sense,0.0546454150871849,6,0.333333333,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a rubber band.,It was a country band.,band,band,Different Sense,0.0,0,0.1,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a rubber band.,It was a country band.,band,band,Different Sense,0.19454701863180368,1,0.1,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a rubber band.,It was a country band.,band,band,Different Sense,0.17387633074413789,2,0.1,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a rubber band.,It was a country band.,band,band,Different Sense,0.23257964900879258,3,0.1,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a rubber band.,It was a country band.,band,band,Different Sense,0.11264606810922484,4,0.1,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a rubber band.,It was a country band.,band,band,Different Sense,0.10782110844390225,5,0.1,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a rubber band.,It was a country band.,band,band,Different Sense,0.05008459670056675,6,0.1,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a gold band.,It was a rubber band.,band,band,Same Sense,0.0,0,2.526315789,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a gold band.,It was a rubber band.,band,band,Same Sense,0.10819037195391334,1,2.526315789,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a gold band.,It was a rubber band.,band,band,Same Sense,0.12694855187202558,2,2.526315789,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a gold band.,It was a rubber band.,band,band,Same Sense,0.1592764151333872,3,2.526315789,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a gold band.,It was a rubber band.,band,band,Same Sense,0.07049284335388384,4,2.526315789,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a gold band.,It was a rubber band.,band,band,Same Sense,0.07603580212794259,5,2.526315789,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a gold band.,It was a rubber band.,band,band,Same Sense,0.03968240033053472,6,2.526315789,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a jazz band.,It was a country band.,band,band,Same Sense,0.0,0,4.0,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a jazz band.,It was a country band.,band,band,Same Sense,0.13455674359897052,1,4.0,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a jazz band.,It was a country band.,band,band,Same Sense,0.08970534105293815,2,4.0,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a jazz band.,It was a country band.,band,band,Same Sense,0.10534550673233822,3,4.0,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a jazz band.,It was a country band.,band,band,Same Sense,0.03384889263434743,4,4.0,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a jazz band.,It was a country band.,band,band,Same Sense,0.029894318803703857,5,4.0,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
It was a jazz band.,It was a country band.,band,band,Same Sense,0.012642421667777293,6,4.0,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
There was a police barrier.,There was a language barrier.,barrier,barrier,Different Sense,0.0,0,1.333333333,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
There was a police barrier.,There was a language barrier.,barrier,barrier,Different Sense,0.07291095931344638,1,1.333333333,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
There was a police barrier.,There was a language barrier.,barrier,barrier,Different Sense,0.06020546201384347,2,1.333333333,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
There was a police barrier.,There was a language barrier.,barrier,barrier,Different Sense,0.14174742894034098,3,1.333333333,6,6,0,70426624,EleutherAI/pythia-70m,step73000,73000
