sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,step
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.02640324831008911,21,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.024183154106140137,22,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.022265493869781494,23,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.020480096340179443,24,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.018804609775543213,25,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.017206430435180664,26,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.01577669382095337,27,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.014470398426055908,28,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.013277530670166016,29,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.01215142011642456,30,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.011170148849487305,31,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.010329782962799072,32,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.009595155715942383,33,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.008922576904296875,34,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.008286714553833008,35,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.007699251174926758,36,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.0,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.08589333295822144,1,2.0,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.11922240257263184,2,2.0,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.1299874186515808,3,2.0,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.13142484426498413,4,2.0,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.12462955713272095,5,2.0,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.11368554830551147,6,2.0,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.10855680704116821,7,2.0,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.10573649406433105,8,2.0,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.10065072774887085,9,2.0,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.09693121910095215,10,2.0,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.09233105182647705,11,2.0,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0896381139755249,12,2.0,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.08851855993270874,13,2.0,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.08471333980560303,14,2.0,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.08130455017089844,15,2.0,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.07880020141601562,16,2.0,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.07490342855453491,17,2.0,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.07189923524856567,18,2.0,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.06914561986923218,19,2.0,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.06591099500656128,20,2.0,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.062243103981018066,21,2.0,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.058318257331848145,22,2.0,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.05453503131866455,23,2.0,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.05099433660507202,24,2.0,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.04739481210708618,25,2.0,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.04401117563247681,26,2.0,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.04072171449661255,27,2.0,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.037585318088531494,28,2.0,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.03465217351913452,29,2.0,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0319179892539978,30,2.0,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.029365599155426025,31,2.0,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.02719324827194214,32,2.0,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.02527827024459839,33,2.0,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.023451805114746094,34,2.0,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.021765172481536865,35,2.0,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.020163118839263916,36,2.0,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0,0,2.818181818,7,6,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.091458261013031,1,2.818181818,7,6,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.11249780654907227,2,2.818181818,7,6,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.1224527359008789,3,2.818181818,7,6,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.12152665853500366,4,2.818181818,7,6,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.11473971605300903,5,2.818181818,7,6,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.1050255298614502,6,2.818181818,7,6,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.10111814737319946,7,2.818181818,7,6,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.09640932083129883,8,2.818181818,7,6,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.09056150913238525,9,2.818181818,7,6,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.08505278825759888,10,2.818181818,7,6,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.07816773653030396,11,2.818181818,7,6,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.07183194160461426,12,2.818181818,7,6,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.06649088859558105,13,2.818181818,7,6,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.060302793979644775,14,2.818181818,7,6,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.055662572383880615,15,2.818181818,7,6,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.049977660179138184,16,2.818181818,7,6,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.04462158679962158,17,2.818181818,7,6,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.04019588232040405,18,2.818181818,7,6,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.035834670066833496,19,2.818181818,7,6,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.03203558921813965,20,2.818181818,7,6,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.02849888801574707,21,2.818181818,7,6,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.02503758668899536,22,2.818181818,7,6,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.02212381362915039,23,2.818181818,7,6,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.019543230533599854,24,2.818181818,7,6,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.017285406589508057,25,2.818181818,7,6,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.01537102460861206,26,2.818181818,7,6,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.013723552227020264,27,2.818181818,7,6,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.012246906757354736,28,2.818181818,7,6,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.010947704315185547,29,2.818181818,7,6,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.009804189205169678,30,2.818181818,7,6,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.008796095848083496,31,2.818181818,7,6,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.007959127426147461,32,2.818181818,7,6,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0072269439697265625,33,2.818181818,7,6,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.006610989570617676,34,2.818181818,7,6,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.006050288677215576,35,2.818181818,7,6,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.005532979965209961,36,2.818181818,7,6,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.80952381,7,7,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.11070007085800171,1,2.80952381,7,7,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.14498639106750488,2,2.80952381,7,7,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.1545121669769287,3,2.80952381,7,7,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.1554570198059082,4,2.80952381,7,7,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.14350974559783936,5,2.80952381,7,7,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.13102012872695923,6,2.80952381,7,7,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.12406909465789795,7,2.80952381,7,7,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.11783981323242188,8,2.80952381,7,7,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.11020958423614502,9,2.80952381,7,7,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.10281431674957275,10,2.80952381,7,7,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.09512847661972046,11,2.80952381,7,7,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.08913218975067139,12,2.80952381,7,7,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.08453249931335449,13,2.80952381,7,7,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.07760846614837646,14,2.80952381,7,7,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.07214808464050293,15,2.80952381,7,7,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.06641370058059692,16,2.80952381,7,7,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.06082808971405029,17,2.80952381,7,7,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.05622941255569458,18,2.80952381,7,7,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.051634132862091064,19,2.80952381,7,7,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.047242164611816406,20,2.80952381,7,7,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.042742371559143066,21,2.80952381,7,7,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.038752079010009766,22,2.80952381,7,7,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.03518211841583252,23,2.80952381,7,7,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.0318874716758728,24,2.80952381,7,7,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.028916597366333008,25,2.80952381,7,7,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.026231884956359863,26,2.80952381,7,7,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.023901641368865967,27,2.80952381,7,7,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.021674513816833496,28,2.80952381,7,7,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.019649922847747803,29,2.80952381,7,7,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.01785433292388916,30,2.80952381,7,7,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.016247868537902832,31,2.80952381,7,7,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.014908015727996826,32,2.80952381,7,7,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.013713955879211426,33,2.80952381,7,7,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.012630164623260498,34,2.80952381,7,7,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.011655569076538086,35,2.80952381,7,7,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.01073145866394043,36,2.80952381,7,7,0,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.0,0,3.9,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.08621001243591309,1,3.9,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.11058968305587769,2,3.9,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.11662352085113525,3,3.9,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.11486321687698364,4,3.9,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.10750460624694824,5,3.9,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.09912741184234619,6,3.9,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.09633767604827881,7,3.9,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.09392398595809937,8,3.9,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.0891416072845459,9,3.9,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.08479022979736328,10,3.9,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.07850378751754761,11,3.9,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.07342016696929932,12,3.9,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.06904840469360352,13,3.9,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.06402844190597534,14,3.9,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.05941760540008545,15,3.9,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.05480307340621948,16,3.9,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.05019986629486084,17,3.9,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.045967042446136475,18,3.9,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.04207855463027954,19,3.9,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.03845620155334473,20,3.9,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.03492039442062378,21,3.9,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.03128618001937866,22,3.9,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.02810049057006836,23,3.9,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.025171399116516113,24,3.9,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.022515952587127686,25,3.9,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.02018880844116211,26,3.9,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.018141090869903564,27,3.9,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.016296029090881348,28,3.9,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.014698922634124756,29,3.9,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.013240993022918701,30,3.9,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.011902034282684326,31,3.9,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.010779976844787598,32,3.9,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.009805023670196533,33,3.9,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.008951127529144287,34,3.9,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.008157849311828613,35,3.9,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.0074520111083984375,36,3.9,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.0,0,3.764705882,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.09235471487045288,1,3.764705882,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.12242430448532104,2,3.764705882,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.13044655323028564,3,3.764705882,6,7,1,11846072320,EleutherAI/pythia-12b,step256,256
